,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,Term in Months,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,acc_now_delinq,delinq_amnt,pub_rec_bankruptcies
14273,768335,969625,16000,16000,7185.61,36,14.79%,553.01,C,C4,Greenfield Health System - Henry Ford,1 year,MORTGAGE,110000.0,Verified,May-11,Charged Off,renewable_energy,SolarThis,481xx,MI,23.78,0,May-94,3,0,0,8,0,25950,90.10%,29,0.0,0.0,4514.49,3138.56,1075.12,582.24,0.0,2857.13,662.308,Sep-11,1106.02,,Apr-12,0,0,0.0
14276,768313,969598,3000,3000,3000.0,36,16.89%,106.8,D,D4,,,RENT,39600.0,Source Verified,May-11,Charged Off,moving,Moving Loan,935xx,CA,8.03,0,Dec-06,1,0,86,6,1,7885,86.60%,10,0.0,0.0,1405.6,1405.6,837.79,443.81,0.0,124.0,1.21,Jun-12,106.8,,Nov-12,0,0,1.0
14282,732882,929137,8000,8000,8000.0,60,13.49%,184.04,C,C2,Edgen Murray Corporation,5 years,MORTGAGE,103050.0,Not Verified,May-11,Charged Off,debt_consolidation,Debt Consolidation,626xx,IL,14.45,0,Feb-00,0,50,0,10,0,30884,84.60%,43,0.0,0.0,7089.39,7089.39,2446.52,1780.01,59.92160883,2802.94,247.5144,May-13,184.04,,Sep-13,0,0,0.0
14283,767583,968727,10000,10000,10000.0,60,17.99%,253.88,E,E1,estenson logistics,7 years,MORTGAGE,60000.0,Not Verified,May-11,Charged Off,home_improvement,home improvement loan,925xx,CA,22.98,0,Jul-00,1,0,0,13,0,6751,45%,17,0.0,0.0,7870.28,7870.28,4054.2,3795.93,0.0,20.15,0.0,Jan-14,253.88,,May-16,0,0,0.0
14288,768189,969413,20000,12575,12575.0,60,16.49%,309.09,D,D3,self,10+ years,MORTGAGE,71880.0,Source Verified,Jun-11,Charged Off,other,personel,959xx,CA,20.07,0,Feb-84,0,0,0,7,0,10388,65.70%,14,0.0,0.0,5827.51,5827.51,2581.77,2656.1,0.0,589.64,5.48,Nov-12,309.09,,May-13,0,0,0.0
14297,767790,968951,20000,20000,19975.0,36,13.49%,678.61,C,C2,Deco Security Services,8 years,RENT,75000.0,Verified,May-11,Charged Off,debt_consolidation,Bill Consolidation,452xx,OH,14.14,2,Feb-97,0,15,0,10,0,21972,44.60%,48,0.0,0.0,13205.74,13189.32,3769.52,1649.6,0.0,7786.62,566.4402,Feb-12,678.61,,Jun-12,0,0,0.0
14309,760863,961185,8000,8000,8000.0,36,8.49%,252.51,A,A5,Paychex,1 year,MORTGAGE,96000.0,Source Verified,Jun-11,Charged Off,home_improvement,New Hot Tub,060xx,CT,15.81,0,Mar-95,2,0,0,16,0,41859,29.80%,40,0.0,0.0,4039.49,4039.49,3287.26,729.38,0.0,22.85,0.0,Oct-12,252.51,,Apr-16,0,0,0.0
14312,764963,965764,3600,3600,3600.0,60,16.49%,88.49,D,D3,solil management,5 years,OWN,31243.0,Not Verified,May-11,Charged Off,car,Car loan,112xx,NY,5.03,0,May-07,1,0,0,5,0,2988,29%,5,0.0,0.0,3217.17,3217.17,1842.24,1360.0,14.93192515,0.0,0.0,Jun-14,88.49,,May-16,0,0,0.0
14313,767902,969078,6000,6000,6000.0,60,13.49%,138.03,C,C2,MVLA Unified School District,6 years,MORTGAGE,105996.0,Source Verified,May-11,Charged Off,other,Personal Loan,946xx,CA,17.79,0,Nov-94,1,0,0,11,0,5110,55.50%,37,0.0,0.0,2338.86,2338.86,1309.79,1029.07,0.0,0.0,0.0,Nov-12,138.03,,May-16,0,0,0.0
14315,767286,968352,35000,35000,35000.0,60,15.23%,836.88,C,C5,"CPS Distributors,Inc",10+ years,MORTGAGE,65000.0,Verified,May-11,Charged Off,credit_card,2011 REFINANCE ,826xx,WY,25.13,0,Sep-99,3,0,0,11,0,10675,30.10%,27,0.0,0.0,39716.96,39716.96,23621.9,14015.3,0.0,2079.76,374.3568,Mar-15,836.88,,Aug-15,0,0,0.0
14320,764985,965800,16000,16000,16000.0,60,11.49%,351.81,B,B4,charter communication,10+ years,MORTGAGE,51646.0,Verified,May-11,Charged Off,other,dedt consolidation,496xx,MI,23.86,0,Nov-84,0,0,0,7,0,37175,66.30%,28,0.0,0.0,11711.56,11711.56,2285.65,1572.93,0.0,7852.98,420.5826,May-12,351.81,,Sep-12,0,0,0.0
14325,767757,968914,7000,7000,6975.0,36,10.59%,227.82,B,B2,ibew/local 716,10+ years,MORTGAGE,43200.0,Not Verified,May-11,Charged Off,home_improvement,swimming pool,775xx,TX,3.47,0,Dec-91,0,68,0,12,0,3860,15.20%,23,0.0,0.0,5001.74,4983.91,3216.56,874.84,0.0,910.34,163.8612,Dec-12,227.82,,Apr-13,0,0,0.0
14327,767687,968834,6500,6500,6500.0,36,14.79%,224.66,C,C4,,,RENT,21600.0,Source Verified,May-11,Charged Off,debt_consolidation,3 in 1 - Three small sum debts into one,850xx,AZ,11.11,0,Oct-05,2,0,0,7,0,3059,78.40%,18,0.0,0.0,5121.68,5121.68,3618.56,1312.07,14.96594854,176.09,1.88,Apr-13,224.66,,Sep-13,0,0,0.0
14333,767584,968729,16000,16000,16000.0,36,11.99%,531.36,B,B5,Progenics Pharmaceuticals,< 1 year,MORTGAGE,93000.0,Verified,May-11,Charged Off,debt_consolidation,Debt Consolidation Loan,109xx,NY,7.17,3,Jul-92,0,16,0,11,0,35476,28.50%,29,0.0,0.0,5837.05,5837.05,3230.69,1872.66,0.0,733.7,7.19,Oct-12,95.0,,Feb-13,0,0,0.0
14346,767358,968430,4500,4500,4500.0,36,7.49%,139.96,A,A4,New Hanover County Schools,10+ years,MORTGAGE,48000.0,Verified,May-11,Charged Off,debt_consolidation,Payoff Debt,284xx,NC,11.6,1,Sep-99,2,15,0,13,0,13157,25.70%,22,0.0,0.0,2465.26,2465.26,1868.0,402.29,44.81936785,150.15,1.68,Mar-13,40.0,,Jan-15,0,0,0.0
14366,766830,967860,20000,20000,19825.0,60,18.79%,516.51,E,E3,,,OWN,38727.12,Verified,May-11,Charged Off,debt_consolidation,panacea,926xx,CA,20.7,0,Jan-99,0,25,0,12,0,21424,85%,27,0.0,0.0,4644.0,4603.5,1947.08,2696.92,0.0,0.0,0.0,Mar-12,516.51,,May-16,0,0,0.0
14370,764940,965720,25000,25000,24778.19492,60,21.74%,686.79,F,F5,Metro  division 15,9 years,OWN,80000.0,Verified,Jun-11,Charged Off,home_improvement,Room addition,935xx,CA,14.41,0,Dec-05,1,42,0,8,0,6114,74.50%,17,0.0,0.0,15516.96,15238.48,5898.03,8523.17,0.0,1095.76,10.6,Apr-13,34.23,,Aug-13,0,0,0.0
14385,765474,966366,35000,24850,24700.0,60,19.69%,654.1,E,E5,DAVENPORT TRANSPORTATION,10+ years,MORTGAGE,72000.0,Verified,Jun-11,Charged Off,debt_consolidation,BIG MONEY MERGER,300xx,GA,13.72,0,Dec-84,3,33,0,11,0,20197,74.30%,32,0.0,0.0,9727.16,9668.43,3528.57,4952.89,0.0,1245.7,11.78,Jul-12,654.1,,Dec-12,0,0,0.0
14388,766608,967624,16000,16000,15900.0,60,14.79%,378.88,C,C4,Medquest Associates,5 years,MORTGAGE,87240.0,Source Verified,May-11,Charged Off,small_business,Small Business Loan,295xx,SC,10.99,0,Jun-95,1,41,114,9,1,6041,43.60%,23,0.0,0.0,16144.17,16043.5,9307.75,5838.22,37.86006915,960.34,172.8612,Oct-14,776.7,,Feb-16,0,0,1.0
14390,766593,967609,30000,30000,29975.0,60,17.99%,761.64,E,E1,Citibank,7 years,RENT,57600.0,Verified,May-11,Charged Off,debt_consolidation,Debt Consolidation Loan,750xx,TX,14.44,0,Jan-00,0,37,0,6,0,9566,23%,12,0.0,0.0,20064.39,20047.75,6790.87,7665.85,0.0,5607.67,1006.8516,Jan-13,761.64,,Jun-13,0,0,0.0
14392,766515,967527,4500,4500,4500.0,36,13.99%,153.78,C,C3,,,RENT,17600.0,Source Verified,May-11,Charged Off,other,Misc,027xx,MA,13.7,2,Dec-06,2,18,0,9,0,2337,40.30%,18,0.0,0.0,3770.4,3770.4,2820.44,854.14,0.0,95.82,1.22,May-13,153.78,,Oct-13,0,0,0.0
14397,759192,959422,10000,10000,10000.0,36,16.89%,355.99,D,D4,City of Alamogordo,10+ years,MORTGAGE,56000.0,Source Verified,May-11,Charged Off,debt_consolidation,debt consolidation,883xx,NM,12.73,2,Sep-98,2,19,118,20,1,7472,63.90%,40,0.0,0.0,4983.08,4983.08,3292.84,1672.4,0.0,17.84,0.0,Aug-12,355.99,,May-16,0,0,1.0
14402,766293,967285,5000,5000,5000.0,36,10.99%,163.67,B,B3,TGI Fridays,< 1 year,OWN,25000.0,Not Verified,May-11,Charged Off,medical,Medical Bill Loan,439xx,OH,7.68,1,Jul-04,1,11,0,13,0,6472,73.50%,19,0.0,0.0,2401.81,2401.81,475.4,175.68,0.0,1750.73,535.2252,Oct-11,163.67,,Mar-12,0,0,0.0
14407,766091,967062,1875,1875,1875.0,36,8.49%,59.19,A,A5,,,RENT,15204.0,Verified,May-11,Charged Off,credit_card,credit card,014xx,MA,24.47,0,Nov-99,0,0,0,5,0,13988,88%,17,0.0,0.0,836.1,836.1,619.03,145.5,0.0,71.57,0.74,Jul-12,59.19,,Dec-12,0,0,0.0
14412,765763,966698,7000,7000,7000.0,36,10.99%,229.14,B,B3,sacred heart university,10+ years,RENT,37000.0,Not Verified,May-11,Charged Off,home_improvement,grand kitchen,065xx,CT,23.29,0,Mar-91,0,39,0,7,0,20567,60%,13,0.0,0.0,3904.62,3904.62,2818.13,832.91,0.0,253.58,2.61,Oct-12,229.14,,Mar-13,0,0,0.0
14413,766128,967105,25000,25000,24975.0,60,12.99%,568.7,C,C1,U.S. Department of Justice,10+ years,MORTGAGE,100904.0,Verified,May-11,Charged Off,other,Other Loan,214xx,MD,7.9,0,Oct-92,0,0,0,4,0,106585,47.40%,9,0.0,0.0,13886.09,13872.3,3788.18,3019.06,0.0,7078.85,923.0166,Jun-12,568.7,,Sep-12,0,0,0.0
14429,765813,966756,12250,12250,12250.0,60,16.49%,301.1,D,D3,swannee corectional institution,2 years,OWN,40000.0,Source Verified,May-11,Charged Off,credit_card,consolidation depth,320xx,FL,24.81,0,Aug-96,2,65,0,11,0,14467,67%,32,0.0,0.0,2451.85,2451.85,822.43,979.73,0.0,649.69,116.9442,Dec-11,301.1,,May-12,0,0,0.0
14438,765694,966621,15000,15000,15000.0,60,15.99%,364.7,D,D2,T-Mobile Usa,4 years,RENT,49000.0,Verified,May-11,Charged Off,debt_consolidation,Excellent Credit,973xx,OR,20.18,0,Dec-99,2,45,0,11,0,9733,47%,23,0.0,0.0,4864.73,4864.73,1807.35,2299.61,0.0,757.77,7.5,Jun-12,390.97,,Oct-12,0,0,0.0
14447,765479,966373,6000,6000,6000.0,36,15.23%,208.67,C,C5,UPS,10+ years,RENT,65000.0,Verified,May-11,Charged Off,other,PAYINGG CREDIT CARDS. PAYING RENT,113xx,NY,16.74,0,Jun-94,2,51,0,11,0,6639,72.20%,50,0.0,0.0,2450.7,2450.7,1542.99,743.01,0.0,164.7,1.82,May-12,208.67,,Oct-12,0,0,0.0
14448,765440,966322,3900,3900,3900.0,36,10.99%,127.67,B,B3,Medtemp,< 1 year,RENT,44500.0,Source Verified,May-11,Charged Off,major_purchase,Personal Loan,207xx,MD,6.09,0,Oct-95,0,0,0,6,0,5055,85.70%,19,0.0,0.0,3487.68,3487.68,2671.37,630.42,0.0,185.89,1.6848,Aug-13,127.87,,Nov-14,0,0,0.0
14454,765368,966239,1500,1500,1500.0,36,11.49%,49.46,B,B4,allegheny ludlum,1 year,MORTGAGE,55000.0,Not Verified,May-11,Charged Off,home_improvement,nursery,156xx,PA,10.87,0,Jan-00,1,52,0,6,0,268,4.60%,13,0.0,0.0,1330.29,1330.29,1071.43,258.86,0.0,0.0,0.0,Sep-13,49.46,,May-16,0,0,0.0
14461,763601,964236,2000,2000,2000.0,36,11.99%,66.42,B,B5,publix,5 years,MORTGAGE,30000.0,Verified,May-11,Charged Off,other,lawnmower,323xx,FL,24.8,0,Mar-96,2,41,0,6,0,1261,5.70%,18,0.0,0.0,1510.4,1510.4,1135.93,324.87,0.0,49.6,0.61,Apr-13,66.42,,Sep-13,0,0,0.0
14475,765094,965927,18000,18000,17975.0,60,15.23%,430.4,C,C5,Toyota,10+ years,MORTGAGE,62500.0,Verified,May-11,Charged Off,debt_consolidation,New Start,605xx,IL,13.08,0,Oct-95,1,78,115,4,1,917,43.70%,29,0.0,0.0,6024.72,6016.43,3060.74,2941.2,0.0,22.78,0.0,Aug-12,430.4,,May-16,0,0,1.0
14483,765039,965865,10000,10000,10000.0,36,17.99%,361.48,E,E1,pennrose management company,5 years,MORTGAGE,44000.0,Not Verified,May-11,Charged Off,debt_consolidation,debt consolidation,190xx,PA,9.71,0,Jul-00,0,0,0,6,0,7066,94.20%,8,0.0,0.0,5099.29,5099.29,3005.17,1683.67,0.0,410.45,4.0,Jul-12,361.48,,Apr-16,0,0,0.0
14485,765022,965846,18500,18500,15577.13476,60,11.99%,411.43,B,B5,Realtor Assn of Greater Ft Lauderdale,8 years,OWN,40000.0,Verified,Jun-11,Charged Off,other,windows,333xx,FL,22.83,0,Sep-97,0,0,0,14,0,12351,42%,24,0.0,0.0,14811.48,9887.98,9748.31,5046.53,0.0,16.64,0.0,Jun-14,411.43,,Feb-14,0,0,0.0
14492,760519,960795,10000,10000,10000.0,60,15.99%,243.13,D,D2,Ag Provision  LLC,10+ years,MORTGAGE,49500.0,Not Verified,May-11,Charged Off,debt_consolidation,Jsn Loan,285xx,NC,24.39,0,Mar-98,2,0,0,13,0,19096,65.80%,26,0.0,0.0,6246.0,6246.0,2207.67,2147.41,14.92534858,1875.99,337.6782,Dec-12,258.13,,May-13,0,0,0.0
14500,763325,963887,1000,1000,1000.0,36,17.49%,35.9,D,D5,YESCO,< 1 year,RENT,36000.0,Source Verified,May-11,Charged Off,moving,Living,921xx,CA,20.4,0,Dec-00,0,51,0,4,0,9026,98.10%,12,0.0,0.0,35.71,35.71,21.21,14.5,0.0,0.0,0.0,Jul-11,35.9,,Apr-16,0,0,0.0
14520,764483,965214,8400,8400,8400.0,60,15.99%,204.23,D,D2,US Postal Service,5 years,MORTGAGE,45600.0,Verified,May-11,Charged Off,home_improvement,Work To Be Done,288xx,NC,20.92,1,Feb-01,1,18,0,5,0,5327,40.40%,30,0.0,0.0,1016.1,1016.1,471.62,544.48,0.0,0.0,0.0,Nov-11,204.23,,May-16,0,0,0.0
14528,764376,965089,5000,5000,5000.0,36,13.99%,170.87,C,C3,RCS Learning ,2 years,OWN,32500.0,Not Verified,May-11,Charged Off,major_purchase,Freedom,014xx,MA,3.88,0,Nov-04,1,0,0,2,0,1577,68.60%,7,0.0,0.0,1471.32,1471.32,574.28,277.27,0.0,619.77,111.5586,Nov-11,170.87,,May-12,0,0,0.0
14532,764332,965042,12325,12325,12325.0,36,8.49%,389.02,A,A5,BP Pipeline North America,10+ years,MORTGAGE,140000.0,Verified,May-11,Charged Off,small_business,Small Business,907xx,CA,6.54,0,Dec-01,0,29,0,7,0,8356,89.80%,13,0.0,0.0,11398.11,11398.11,9324.0,1664.75,0.0,409.36,4.093600004,Nov-13,535.95,,Mar-15,0,0,0.0
14539,764228,964919,18000,18000,18000.0,60,16.89%,446.29,D,D4,NYS Department of Transportion,10+ years,OWN,55454.0,Not Verified,May-11,Charged Off,debt_consolidation,freedom2011,125xx,NY,17.42,0,Jul-98,1,0,0,15,0,11792,39.30%,39,0.0,0.0,13387.25,13387.25,7114.01,6273.24,0.0,0.0,0.0,Jan-14,49.8,,Apr-16,0,0,0.0
14545,764124,964804,6725,6725,6725.0,60,17.99%,170.74,E,E1,pratt and whitney,9 years,RENT,75000.0,Source Verified,Jun-11,Charged Off,other,personal,060xx,CT,8.58,1,Jun-99,1,21,88,7,1,7347,69.30%,20,0.0,0.0,7683.3,7683.3,4431.02,3227.0,0.0,25.28,4.550399998,Mar-15,170.74,,Apr-16,0,0,1.0
14556,754158,953864,12000,12000,12000.0,36,16.89%,427.18,D,D4,LAUSD,10+ years,RENT,72000.0,Source Verified,May-11,Charged Off,debt_consolidation,Consolidation Loan,912xx,CA,19.07,0,Jan-94,3,34,0,10,0,13416,88.80%,23,0.0,0.0,6440.8,6440.8,3951.8,2007.16,0.0,481.84,4.73,Aug-12,427.18,,Feb-13,0,0,0.0
14558,763907,964574,7500,7500,7500.0,60,20.62%,201.31,F,F2,WCHDC,8 years,RENT,33600.0,Not Verified,May-11,Charged Off,other,personal ,217xx,MD,8.39,5,Mar-94,1,12,109,2,1,721,55.50%,32,0.0,0.0,3035.77,3035.77,834.46,1803.94,14.98360737,382.38,3.67,Sep-12,205.87,,Dec-12,0,0,1.0
14559,763883,964547,17000,17000,16750.0,60,18.79%,439.03,E,E3,United States Postal Service,10+ years,MORTGAGE,52000.0,Not Verified,May-11,Charged Off,debt_consolidation,Debt Consolidation,851xx,AZ,14.7,0,Oct-91,0,0,100,14,1,16617,91.30%,23,0.0,0.0,3528.56,3476.63,1455.61,2051.02,21.93268408,0.0,0.0,Feb-12,439.03,,May-16,0,0,1.0
14564,763723,964373,5000,5000,5000.0,36,6.99%,154.37,A,A3,Bank of the West,10+ years,OWN,36000.0,Source Verified,May-11,Charged Off,other,personal expense,950xx,CA,0.67,0,Jan-94,0,29,0,7,0,71,0.60%,18,0.0,0.0,571.78,571.78,250.73,91.51,14.84307692,214.7,2.03,Nov-11,50.0,,Feb-12,0,0,0.0
14567,763753,964406,15000,15000,15000.0,60,17.49%,376.76,D,D5,Comcast ,3 years,MORTGAGE,105000.0,Source Verified,May-11,Charged Off,major_purchase,Four Winns 268 Vista Boat,945xx,CA,14.17,1,Sep-98,2,11,0,9,0,2896,45.20%,27,0.0,0.0,4520.53,4520.53,2051.15,2456.29,0.0,13.09,0.0,Jun-12,376.76,,May-16,0,0,0.0
14572,763665,964307,9000,9000,9000.0,60,19.69%,236.9,E,E5,Madison Company,10+ years,OWN,46590.44,Verified,May-11,Charged Off,debt_consolidation,Debt consolidation,064xx,CT,18.47,0,Nov-94,0,53,109,7,1,7388,90.10%,23,0.0,0.0,1176.9,1176.9,458.05,718.85,0.0,0.0,0.0,Nov-11,236.9,,Apr-16,0,0,1.0
14579,763547,964175,20000,20000,20000.0,60,18.79%,516.51,E,E3,AMETEK Programmable Power,5 years,RENT,125271.0,Verified,May-11,Charged Off,small_business,Business Growth Loan,921xx,CA,22.04,0,Dec-85,0,0,0,10,0,48203,93.80%,17,0.0,0.0,14367.62,14367.62,1490.28,2121.02,0.0,10756.32,761.193,Jan-12,516.51,,May-12,0,0,0.0
14589,763401,964017,6000,6000,6000.0,60,15.23%,143.47,C,C5,farm bureau insurance ,10+ years,MORTGAGE,50000.0,Source Verified,May-11,Charged Off,home_improvement,windows,484xx,MI,18.34,0,Dec-92,1,39,0,7,0,2657,68.10%,23,0.0,0.0,2869.06,2869.06,1511.4,1338.4,0.0,19.26,0.0,Feb-13,143.47,,May-16,0,0,0.0
14595,763314,963875,5500,5500,5500.0,36,8.49%,173.6,A,A5,,,MORTGAGE,36780.0,Not Verified,May-11,Charged Off,car,Auto purchase,805xx,CO,16.54,0,Aug-79,2,0,0,8,0,8926,49.80%,27,0.0,0.0,4894.82,4894.82,3975.3,692.73,0.0,226.79,2.076199999,Sep-13,173.6,,Feb-14,0,0,0.0
14597,763274,963835,20000,20000,20000.0,60,16.49%,491.59,D,D3,Capstar Drilling / Oil States,10+ years,OWN,123000.0,Source Verified,May-11,Charged Off,home_improvement,Blue House,593xx,MT,16.52,0,Jan-98,1,47,0,8,0,11093,44.90%,18,0.0,0.0,8793.01,8793.01,3843.1,4009.22,0.0,940.69,9.02,Oct-12,491.59,,Mar-13,0,0,0.0
14598,763283,963843,9000,9000,9000.0,60,15.99%,218.82,D,D2,Up Dish,3 years,MORTGAGE,42000.0,Source Verified,May-11,Charged Off,other,Boat,296xx,SC,13.14,0,Apr-02,0,79,0,15,0,688,52.90%,31,0.0,0.0,3068.82,3068.82,1270.57,1343.71,0.0,454.54,4.09,Jun-12,218.82,,Nov-12,0,0,0.0
14608,763067,963641,4600,4600,4600.0,60,18.39%,117.79,E,E2,PointBank,< 1 year,MORTGAGE,45000.0,Source Verified,Jun-11,Charged Off,debt_consolidation,debt free loan,762xx,TX,5.92,0,May-96,2,24,0,10,0,3055,29.40%,27,0.0,0.0,855.91,855.91,174.52,413.29,14.95947937,253.14,45.5652,Dec-11,250.58,,Apr-12,0,0,0.0
14612,761753,962229,12000,12000,12000.0,60,13.99%,279.16,C,C3,CARTHAGE POLICE,10+ years,MORTGAGE,40000.0,Not Verified,May-11,Charged Off,other,HOME IMPROVEMENT,283xx,NC,10.95,0,Dec-82,4,0,0,3,0,0,0%,32,0.0,0.0,9272.18,9272.18,4614.27,3624.86,0.0,1033.05,10.0982,Feb-14,300.0,,Apr-14,0,0,0.0
14625,762895,963461,16000,16000,16000.0,60,20.25%,426.14,F,F1,Bank of America,4 years,MORTGAGE,45000.0,Verified,May-11,Charged Off,debt_consolidation,debt consolidation,333xx,FL,7.84,0,Jun-06,0,0,0,8,0,7054,82%,13,0.0,0.0,5912.98,5912.98,2050.98,3045.9,0.0,816.1,7.78,Jun-12,426.14,,Nov-12,0,0,0.0
14637,760164,960423,24000,14775,14775.0,60,12.99%,336.11,C,C1,Klauber Bros Inc,10+ years,MORTGAGE,70000.0,Source Verified,Jun-11,Charged Off,debt_consolidation,bill consol,028xx,RI,11.88,0,Aug-82,1,0,0,19,0,20231,26.60%,47,0.0,0.0,2687.94,2687.94,1456.44,1218.68,0.0,12.82,0.0,Feb-12,336.11,,Apr-16,0,0,0.0
14640,762735,963286,9600,9600,9600.0,36,15.62%,335.71,D,D1,SOUTHERN HILLS HOSPITAL,5 years,RENT,60000.0,Source Verified,May-11,Charged Off,debt_consolidation,DEBT RECONSTRUCTION,891xx,NV,6.76,1,Sep-05,2,9,0,10,0,7567,34.40%,17,0.0,0.0,2345.0,2345.0,1530.88,814.12,0.0,0.0,0.0,Jan-12,335.71,,May-16,0,0,0.0
14642,762630,963168,5000,5000,4175.0,36,16.49%,177.0,D,D3,Schneider Graphics,3 years,RENT,24000.0,Not Verified,May-11,Charged Off,debt_consolidation,Pay off Debt,600xx,IL,16.1,4,Nov-96,3,16,96,4,1,819,56.10%,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,May-16,0,0,1.0
14643,762590,963125,6000,6000,6000.0,60,15.23%,143.47,C,C5,Fed Ex Express,5 years,MORTGAGE,51000.0,Verified,May-11,Charged Off,debt_consolidation,Debt,144xx,NY,9.2,0,Jan-97,2,37,0,8,0,2742,33.90%,20,0.0,0.0,2571.07,2571.07,1176.8,1100.96,0.0,293.31,2.51,Oct-12,143.47,,Mar-13,0,0,0.0
14665,757754,957829,15000,15000,15000.0,60,13.99%,348.95,C,C3,candlescent healing llc,3 years,MORTGAGE,65000.0,Not Verified,May-11,Charged Off,home_improvement,yogibear66,184xx,PA,20.66,0,Jan-01,2,0,0,11,0,11502,46.60%,37,0.0,0.0,6279.54,6279.54,3458.27,2812.39,0.0,8.88,0.0,Dec-12,348.95,,May-16,0,0,0.0
14671,762317,931060,13725,13725,13725.0,60,16.02%,333.92,D,D5,,10+ years,RENT,50000.0,Source Verified,May-11,Charged Off,debt_consolidation,Debt Consolidation - Wedding Expenses,921xx,CA,9.24,0,Mar-83,1,0,0,4,0,20894,96.30%,12,0.0,0.0,7355.46,7355.46,3037.6,3705.66,0.0,612.2,5.82,May-13,401.34,,Sep-13,0,0,0.0
14678,762147,962650,3300,3300,3300.0,60,18.79%,85.23,E,E3,Our Lady of Mercy School,3 years,RENT,41004.0,Source Verified,May-11,Charged Off,other,Cooperative Apartment,104xx,NY,11.12,0,Sep-00,1,62,0,14,0,999,34.40%,19,0.0,0.0,3970.94,3970.94,2095.7,1640.98,0.0,234.26,42.1668,Feb-15,85.23,,Jul-15,0,0,0.0
14681,762087,962584,11200,11200,11200.0,36,13.49%,380.03,C,C2,KINGSBURG ORCHARDS,10+ years,MORTGAGE,72000.0,Not Verified,May-11,Charged Off,medical,MEDICAL AND TAXES,936xx,CA,24.63,0,Nov-95,0,0,0,20,0,27554,82.60%,29,0.0,0.0,7918.38,7918.38,5646.54,1931.06,0.0,340.78,3.39,Feb-13,380.03,,Jul-13,0,0,0.0
14686,745255,943814,11000,11000,11000.0,60,22.48%,306.82,G,G2,Mike DelPrete and Sons Trucking,3 years,RENT,36000.0,Verified,Jun-11,Charged Off,other,Personal,023xx,MA,14.83,0,May-07,0,0,0,3,0,7199,98.60%,7,0.0,0.0,7224.18,7224.18,2692.11,4025.94,30.27442494,475.85,4.52,Apr-13,306.82,,Sep-13,0,0,0.0
14694,758528,958699,9000,9000,9000.0,36,5.99%,273.76,A,A2,Chabad Israel Center,8 years,RENT,30000.0,Not Verified,May-11,Charged Off,credit_card,secondchance,900xx,CA,11.68,0,Mar-97,0,0,0,6,0,9358,48.70%,18,0.0,0.0,4104.9,4104.9,3553.8,551.1,0.0,0.0,0.0,Sep-12,273.76,,May-16,0,0,0.0
14698,761924,962411,1000,1000,1000.0,36,11.99%,33.21,B,B5,Excalibur Data Recovery,10+ years,RENT,35000.0,Not Verified,May-11,Charged Off,vacation,Maine Getaway,018xx,MA,4.39,0,Oct-02,0,0,0,3,0,2731,60.70%,4,0.0,0.0,220.62,220.62,118.4,47.6,0.0,54.62,5.6,Nov-11,33.21,,Mar-12,0,0,0.0
14705,761855,962338,12000,12000,12000.0,60,13.49%,276.06,C,C2,Falkner Winery,2 years,OWN,48000.0,Source Verified,May-11,Charged Off,credit_card,Making Life Easy,925xx,CA,13.45,0,May-05,2,0,0,15,0,10338,27.70%,20,0.0,0.0,13102.09,13102.09,8192.37,4202.81,0.0,706.91,127.2438,Mar-15,276.06,,Aug-15,0,0,0.0
14707,761781,962259,4400,4400,4400.0,36,11.99%,146.13,B,B5,LOS ANGELES UNIFIED SCHOOL DISTRICT,10+ years,RENT,49000.0,Source Verified,May-11,Charged Off,debt_consolidation,ROAD TO HIGHER EDUCATION,916xx,CA,9.18,0,Aug-98,0,66,0,9,0,8419,75.20%,12,0.0,0.0,3359.84,3359.84,2626.2,733.64,0.0,0.0,0.0,May-13,146.13,,May-16,0,0,0.0
14708,761798,962276,30000,30000,30000.0,36,15.62%,1049.1,D,D1,Fusionstorm,4 years,MORTGAGE,125000.0,Verified,Jun-11,Charged Off,debt_consolidation,DebtRemoval,950xx,CA,23.63,0,Mar-89,2,0,0,10,0,48285,82.80%,27,0.0,0.0,32348.5,32348.5,23937.78,7490.23,50.33246486,870.16,8.701599994,Dec-13,2106.85,,May-14,0,0,0.0
14711,632417,810160,35000,35000,34800.0,60,20.25%,932.17,F,F1,USAA,2 years,OWN,110000.0,Verified,May-11,Charged Off,small_business,Small Business Loan,782xx,UT,6.23,0,Jan-97,0,0,0,13,0,26717,73.60%,19,0.0,0.0,10429.95,10370.46,3285.72,6035.1,0.0,1109.13,11.49,Jun-12,942.52,,Sep-12,0,0,0.0
